_MEMBER_down_common_genes,_MEMBER_down_epi_only,_MEMBER_down_mes_only,_MEMBER_down_mes_up_epi,_MEMBER_up_common_genes,_MEMBER_up_epi_only,_MEMBER_up_mes_down_epi,_MEMBER_up_mes_only,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,0,0,1,0,0,1,0,0,0,0,-8.8,0,0,-2.9,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",M00001001,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3.2,-3.2,GO:1904951,positive regulation of establishment of protein localization,M00000011,2,0
0,1,0,0,0,1,0,0,0,-4.8,0,0,0,-2.4,0,0,GO:0015711,organic anion transport,M01000100,2,0
0,0,0,1,0,0,1,0,0,0,0,-2.1,0,0,-2.6,0,GO:0031668,cellular response to extracellular stimulus,M00010010,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-2.8,0,0,-2.1,GO:0051250,negative regulation of lymphocyte activation,M00001001,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3.9,-2.9,GO:1903076,regulation of protein localization to plasma membrane,M00000011,2,0
0,0,1,0,0,1,0,0,0,0,-2.2,0,0,-2.2,0,0,GO:0022411,cellular component disassembly,M00100100,2,0
0,1,0,0,0,1,0,0,0,-3.2,0,0,0,-2.6,0,0,GO:0002719,negative regulation of cytokine production involved in immune response,M01000100,2,0
1,0,0,0,1,0,0,0,-3.7,0,0,0,-2.6,0,0,0,WP4223,Ras signaling,M10001000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-9.2,0,0,-2.5,R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,M00001001,2,0
0,0,1,1,0,0,0,0,0,0,-2.3,-2.1,0,0,0,0,GO:0051099,positive regulation of binding,M00110000,2,0
0,0,1,0,0,1,0,0,0,0,-3.4,0,0,-3,0,0,hsa04550,Signaling pathways regulating pluripotency of stem cells,M00100100,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3.1,-2.2,GO:0030168,platelet activation,M00000011,2,0
1,0,0,0,0,0,0,1,-7.2,0,0,0,0,0,0,-3.4,GO:0005975,carbohydrate metabolic process,M10000001,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-8.6,-3.7,0,0,GO:0002757,immune response-activating signaling pathway,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.7,-4.5,0,0,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,M00001100,2,0
1,1,0,0,0,0,0,0,-2.3,-2,0,0,0,0,0,0,GO:0008206,bile acid metabolic process,M11000000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-4.5,-2.2,0,0,WP5347,IL 26 signaling pathways,M00001100,2,0
0,0,1,0,0,0,0,1,0,0,-2.9,0,0,0,0,-2.1,GO:0007420,brain development,M00100001,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.1,-2.1,0,0,hsa05215,Prostate cancer,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.1,-4.5,0,0,GO:0060907,positive regulation of macrophage cytokine production,M00001100,2,0
0,0,0,0,0,1,1,0,0,0,0,0,0,-2.1,-2.2,0,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,M00000110,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.6,-5,0,0,GO:0010935,regulation of macrophage cytokine production,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-4.9,-4.7,0,0,GO:0097435,supramolecular fiber organization,M00001100,2,0
0,1,0,1,0,0,0,0,0,-2.7,0,-2.7,0,0,0,0,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,M01010000,2,0
0,0,0,0,1,0,1,0,0,0,0,0,-3.3,0,-4.4,0,GO:0045185,maintenance of protein location,M00001010,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.4,-2.3,0,0,0,GO:0051492,regulation of stress fiber assembly,M00011000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-7.6,0,0,-2.2,GO:0006511,ubiquitin-dependent protein catabolic process,M00001001,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-7.9,-3.6,0,0,WP710,DNA damage response only ATM dependent,M00001100,2,0
1,1,0,0,0,0,0,0,-4,-4.2,0,0,0,0,0,0,hsa04610,Complement and coagulation cascades,M11000000,2,0
0,0,1,0,0,1,0,0,0,0,-2.7,0,0,-2.2,0,0,GO:0048589,developmental growth,M00100100,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3,-11,GO:0048193,Golgi vesicle transport,M00000011,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-10,-2.7,0,0,R-HSA-168898,Toll-like Receptor Cascades,M00001100,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.8,-2.6,0,0,0,GO:2001056,positive regulation of cysteine-type endopeptidase activity,M00011000,2,0
1,0,0,0,0,0,1,0,-8.6,0,0,0,0,0,-2.9,0,GO:0030258,lipid modification,M10000010,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3,-5.5,0,0,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,M00001100,2,0
0,1,0,1,0,0,0,0,0,-2.4,0,-4.2,0,0,0,0,GO:0060828,regulation of canonical Wnt signaling pathway,M01010000,2,0
0,1,0,0,0,1,0,0,0,-3.7,0,0,0,-2.5,0,0,GO:0015849,organic acid transport,M01000100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-8.3,-2.7,0,0,WP5038,Mitochondrial immune response to SARS CoV 2,M00001100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-8.7,0,0,-2.3,WP1772,Apoptosis modulation and signaling,M00001001,2,0
1,1,0,0,0,0,0,0,-12,-3.9,0,0,0,0,0,0,GO:0016042,lipid catabolic process,M11000000,2,0
0,1,0,0,0,0,1,0,0,-5.4,0,0,0,0,-2.1,0,M3468,NABA ECM REGULATORS,M01000010,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-14,0,0,-2.1,R-HSA-5362768,Hh mutants are degraded by ERAD,M00001001,2,0
1,0,0,0,0,1,0,0,-3.5,0,0,0,0,-2.5,0,0,GO:0071375,cellular response to peptide hormone stimulus,M10000100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-5.9,0,0,-3,hsa05020,Prion disease,M00001001,2,0
1,0,0,0,0,1,0,0,-3,0,0,0,0,-2.3,0,0,hsa04540,Gap junction,M10000100,2,0
0,0,1,1,0,0,0,0,0,0,-2.2,-2.8,0,0,0,0,GO:0048706,embryonic skeletal system development,M00110000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-6,-5.1,0,0,GO:0042110,T cell activation,M00001100,2,0
1,1,0,0,0,0,0,0,-3,-2.3,0,0,0,0,0,0,GO:0009743,response to carbohydrate,M11000000,2,0
0,0,1,1,0,0,0,0,0,0,-2.8,-2.5,0,0,0,0,GO:0014033,neural crest cell differentiation,M00110000,2,0
0,1,0,0,0,0,1,0,0,-3.3,0,0,0,0,-2.4,0,GO:0016101,diterpenoid metabolic process,M01000010,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-3.1,0,0,-4.3,M286,PID TGFBR PATHWAY,M00001001,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-17,0,0,-2.8,R-HSA-1280218,Adaptive Immune System,M00001001,2,0
0,0,1,0,1,0,0,0,0,0,-2,0,-3.9,0,0,0,hsa05202,Transcriptional misregulation in cancer,M00101000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-5.9,-2.3,0,0,M128,PID TNF PATHWAY,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.1,-2.8,0,0,GO:0045639,positive regulation of myeloid cell differentiation,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-14,-2.2,0,0,GO:0043122,regulation of canonical NF-kappaB signal transduction,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.3,-2.9,0,0,GO:0007163,establishment or maintenance of cell polarity,M00001100,2,0
0,0,0,1,0,0,0,1,0,0,0,-2.4,0,0,0,-2.2,hsa05110,Vibrio cholerae infection,M00010001,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3.1,-3.1,GO:0036503,ERAD pathway,M00000011,2,0
1,0,0,0,1,0,0,0,-3.1,0,0,0,-2.2,0,0,0,GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,M10001000,2,0
0,1,0,0,0,1,0,0,0,-5.4,0,0,0,-2.3,0,0,GO:0061041,regulation of wound healing,M01000100,2,0
1,0,0,0,0,0,1,0,-11,0,0,0,0,0,-5.4,0,GO:0006631,fatty acid metabolic process,M10000010,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.2,-2.1,0,0,0,GO:0110020,regulation of actomyosin structure organization,M00011000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-9.9,0,0,-3.1,R-HSA-5358351,Signaling by Hedgehog,M00001001,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.9,-4.8,0,0,GO:0032755,positive regulation of interleukin-6 production,M00001100,2,0
0,0,1,1,0,0,0,0,0,0,-3.3,-3.2,0,0,0,0,GO:1901890,positive regulation of cell junction assembly,M00110000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-9.3,-2.2,0,0,R-HSA-5673001,RAF/MAP kinase cascade,M00001100,2,0
0,0,1,0,1,0,0,0,0,0,-2.1,0,-4.5,0,0,0,GO:0043068,positive regulation of programmed cell death,M00101000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-13,-2.3,0,0,WP231,TNF alpha signaling pathway,M00001100,2,0
1,0,1,0,0,0,0,0,-2.2,0,-2.1,0,0,0,0,0,GO:0046849,bone remodeling,M10100000,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.3,-2.1,0,0,0,M5896,HALLMARK TGF BETA SIGNALING,M00011000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-6.9,0,0,-2.2,hsa05166,Human T-cell leukemia virus 1 infection,M00001001,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-6.3,-4.8,0,0,GO:0002683,negative regulation of immune system process,M00001100,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-6,-6.9,R-HSA-948021,Transport to the Golgi and subsequent modification,M00000011,2,0
0,0,1,0,1,0,0,0,0,0,-3.3,0,-2.8,0,0,0,GO:0010506,regulation of autophagy,M00101000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-4.4,-3,WP3613,Photodynamic therapy induced unfolded protein response,M00000011,2,0
0,1,0,0,0,0,1,0,0,-2.3,0,0,0,0,-4.5,0,GO:0019725,cellular homeostasis,M01000010,2,0
1,0,0,0,0,0,0,1,-2.5,0,0,0,0,0,0,-3,GO:0006091,generation of precursor metabolites and energy,M10000001,2,0
1,0,0,1,0,0,0,0,-2.4,0,0,-3.8,0,0,0,0,GO:0001933,negative regulation of protein phosphorylation,M10010000,2,0
1,0,0,0,0,0,1,0,-2.3,0,0,0,0,0,-3.7,0,hsa04216,Ferroptosis,M10000010,2,0
0,0,1,0,1,0,0,0,0,0,-2.2,0,-3.5,0,0,0,GO:2000142,regulation of DNA-templated transcription initiation,M00101000,2,0
0,0,0,1,0,0,0,1,0,0,0,-2.4,0,0,0,-2.2,hsa00564,Glycerophospholipid metabolism,M00010001,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.4,-2.2,0,0,0,GO:0051496,positive regulation of stress fiber assembly,M00011000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-4,-3.9,0,0,WP5088,Prostaglandin signaling,M00001100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-15,0,0,-2.7,R-HSA-983169,Class I MHC mediated antigen processing & presentation,M00001001,2,0
0,0,1,0,1,0,0,0,0,0,-3.9,0,-5.5,0,0,0,M115,PID REG GR PATHWAY,M00101000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.3,-3.2,0,0,GO:0043405,regulation of MAP kinase activity,M00001100,2,0
1,0,1,0,0,0,0,0,-3,0,-2.8,0,0,0,0,0,hsa04360,Axon guidance,M10100000,2,0
1,0,0,0,1,0,0,0,-3.4,0,0,0,-8.7,0,0,0,R-HSA-9006925,Intracellular signaling by second messengers,M10001000,2,0
0,0,0,1,0,0,0,1,0,0,0,-2.4,0,0,0,-2.2,GO:0061097,regulation of protein tyrosine kinase activity,M00010001,2,0
0,0,1,1,0,0,0,0,0,0,-3.3,-2,0,0,0,0,GO:0045664,regulation of neuron differentiation,M00110000,2,0
0,0,1,1,0,0,0,0,0,0,-2.2,-2.1,0,0,0,0,GO:0010811,positive regulation of cell-substrate adhesion,M00110000,2,0
1,1,0,0,0,0,0,0,-14,-7.9,0,0,0,0,0,0,GO:0016054,organic acid catabolic process,M11000000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-9.8,-4.8,0,0,GO:0050778,positive regulation of immune response,M00001100,2,0
1,1,0,0,0,0,0,0,-5.5,-3,0,0,0,0,0,0,GO:0010038,response to metal ion,M11000000,2,0
0,1,0,0,0,1,0,0,0,-3,0,0,0,-3,0,0,GO:0006766,vitamin metabolic process,M01000100,2,0
1,1,0,0,0,0,0,0,-2,-3.1,0,0,0,0,0,0,GO:0009308,amine metabolic process,M11000000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.1,-2,0,0,WP1544,MicroRNAs in cardiomyocyte hypertrophy,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.4,-3.5,0,0,GO:0050691,regulation of defense response to virus by host,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-15,-3.7,0,0,M5932,HALLMARK INFLAMMATORY RESPONSE,M00001100,2,0
1,0,0,0,1,0,0,0,-3.1,0,0,0,-2.2,0,0,0,GO:0001503,ossification,M10001000,2,0
1,0,0,0,1,0,0,0,-2.1,0,0,0,-3.1,0,0,0,GO:0120032,regulation of plasma membrane bounded cell projection assembly,M10001000,2,0
0,0,0,0,1,0,1,0,0,0,0,0,-4,0,-2.3,0,R-HSA-193704,p75 NTR receptor-mediated signalling,M00001010,2,0
1,1,0,0,0,0,0,0,-2.5,-2.7,0,0,0,0,0,0,GO:0044057,regulation of system process,M11000000,2,0
0,1,1,0,0,0,0,0,0,-3.3,-2.4,0,0,0,0,0,GO:0031099,regeneration,M01100000,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.7,-5,0,0,0,hsa05135,Yersinia infection,M00011000,2,0
1,0,0,1,0,0,0,0,-2.4,0,0,-2.1,0,0,0,0,GO:0031032,actomyosin structure organization,M10010000,2,0
1,1,0,0,0,0,0,0,-4.8,-3.2,0,0,0,0,0,0,R-HSA-428157,Sphingolipid metabolism,M11000000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-11,-2.5,0,0,GO:0071216,cellular response to biotic stimulus,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-6.6,-5.6,0,0,GO:0002697,regulation of immune effector process,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3.1,-2.1,0,0,R-HSA-8848021,Signaling by PTK6,M00001100,2,0
0,0,0,0,1,0,1,0,0,0,0,0,-6,0,-2.5,0,M145,PID P53 DOWNSTREAM PATHWAY,M00001010,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-4.3,-2.1,GO:0090150,establishment of protein localization to membrane,M00000011,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-4.7,-2.3,0,0,GO:0002224,toll-like receptor signaling pathway,M00001100,2,0
0,1,0,0,0,0,1,0,0,-3.5,0,0,0,0,-2,0,GO:0002793,positive regulation of peptide secretion,M01000010,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-6.7,-3.2,0,0,GO:0030522,intracellular receptor signaling pathway,M00001100,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.3,-3.6,GO:0006486,protein glycosylation,M00000011,2,0
1,0,0,0,0,0,1,0,-3.9,0,0,0,0,0,-3.1,0,hsa01212,Fatty acid metabolism,M10000010,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-8.7,-2.3,0,0,GO:0070663,regulation of leukocyte proliferation,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-5.4,-7.5,0,0,M5897,HALLMARK IL6 JAK STAT3 SIGNALING,M00001100,2,0
0,1,0,0,0,0,1,0,0,-2.2,0,0,0,0,-2.4,0,GO:0050801,monoatomic ion homeostasis,M01000010,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-6.7,0,0,-2,GO:0046634,regulation of alpha-beta T cell activation,M00001001,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-8.5,-3.4,0,0,GO:0045089,positive regulation of innate immune response,M00001100,2,0
1,0,0,0,0,1,0,0,-2.7,0,0,0,0,-2,0,0,R-HSA-2219528,PI3K/AKT Signaling in Cancer,M10000100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-6.9,0,0,-2.1,hsa04659,Th17 cell differentiation,M00001001,2,0
0,1,0,0,0,0,1,0,0,-3.5,0,0,0,0,-3.3,0,GO:0042572,retinol metabolic process,M01000010,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-13,-3.2,0,0,WP254,Apoptosis,M00001100,2,0
0,0,0,1,0,1,0,0,0,0,0,-4.4,0,-4,0,0,GO:0007254,JNK cascade,M00010100,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.5,-3,0,0,0,GO:0030595,leukocyte chemotaxis,M00011000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-11,-2.5,0,0,WP4341,Non genomic actions of 1 25 dihydroxyvitamin D3,M00001100,2,0
1,0,0,0,0,0,1,0,-2.1,0,0,0,0,0,-2.4,0,WP5411,Phosphatidyl inositol phosphate pathway,M10000010,2,0
0,1,0,0,0,1,0,0,0,-2.2,0,0,0,-4.6,0,0,hsa04814,Motor proteins,M01000100,2,0
0,0,1,0,0,0,1,0,0,0,-2.1,0,0,0,-2.4,0,R-HSA-9696270,RND2 GTPase cycle,M00100010,2,0
0,1,0,0,1,0,0,0,0,-2.2,0,0,-3.9,0,0,0,GO:0097530,granulocyte migration,M01001000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.5,-3.4,WP4018,Clear cell renal cell carcinoma pathways,M00000011,2,0
0,1,0,0,0,1,0,0,0,-2.7,0,0,0,-3.2,0,0,GO:0042403,thyroid hormone metabolic process,M01000100,2,0
1,0,0,0,1,0,0,0,-3.1,0,0,0,-2.2,0,0,0,GO:0032873,negative regulation of stress-activated MAPK cascade,M10001000,2,0
1,0,0,0,1,0,0,0,-2.8,0,0,0,-2.3,0,0,0,hsa04072,Phospholipase D signaling pathway,M10001000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-7.4,-3.7,0,0,GO:0002253,activation of immune response,M00001100,2,0
0,1,0,0,0,0,1,0,0,-3.4,0,0,0,0,-2.5,0,GO:0001523,retinoid metabolic process,M01000010,2,0
1,0,0,0,1,0,0,0,-2.1,0,0,0,-3,0,0,0,GO:0060491,regulation of cell projection assembly,M10001000,2,0
1,1,0,0,0,0,0,0,-3.4,-2,0,0,0,0,0,0,GO:0034284,response to monosaccharide,M11000000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-2.6,0,0,-2.7,GO:0051347,positive regulation of transferase activity,M00001001,2,0
0,1,0,0,0,0,1,0,0,-5.8,0,0,0,0,-2.3,0,GO:0034308,primary alcohol metabolic process,M01000010,2,0
1,0,0,0,0,1,0,0,-2.7,0,0,0,0,-2.8,0,0,WP474,Endochondral ossification,M10000100,2,0
1,0,0,0,0,1,0,0,-2.1,0,0,0,0,-5.7,0,0,GO:0014074,response to purine-containing compound,M10000100,2,0
1,1,0,0,0,0,0,0,-3.5,-2,0,0,0,0,0,0,GO:0060428,lung epithelium development,M11000000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-2.7,0,0,-2.7,WP4496,Signal transduction through IL1R,M00001001,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-6.7,-6.7,R-HSA-199977,ER to Golgi Anterograde Transport,M00000011,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-2.6,-3.3,R-HSA-8856688,Golgi-to-ER retrograde transport,M00000011,2,0
0,0,1,0,0,1,0,0,0,0,-2.1,0,0,-2.3,0,0,GO:0031641,regulation of myelination,M00100100,2,0
0,0,1,0,0,1,0,0,0,0,-2.7,0,0,-2.9,0,0,WP4816,TGF beta receptor signaling in skeletal dysplasias,M00100100,2,0
0,1,0,0,0,0,1,0,0,-2,0,0,0,0,-2.1,0,R-HSA-5173105,O-linked glycosylation,M01000010,2,0
0,1,0,0,1,0,0,0,0,-5.8,0,0,-3.2,0,0,0,WP1533,Vitamin B12 metabolism,M01001000,2,0
0,0,1,0,0,0,0,1,0,0,-2.4,0,0,0,0,-2.9,GO:0071453,cellular response to oxygen levels,M00100001,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-2.1,0,0,-2.1,GO:0019080,viral gene expression,M00001001,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-3,-2.3,0,0,GO:1903131,mononuclear cell differentiation,M00001100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-3.6,0,0,-2.2,GO:0097193,intrinsic apoptotic signaling pathway,M00001001,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.7,-2.5,0,0,0,M13863,BIOCARTA MAPK PATHWAY,M00011000,2,0
0,0,1,0,0,1,0,0,0,0,-2.2,0,0,-2.5,0,0,GO:0002761,regulation of myeloid leukocyte differentiation,M00100100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-3.8,0,0,-3.8,M153,PID P75 NTR PATHWAY,M00001001,2,0
0,0,0,0,0,1,1,0,0,0,0,0,0,-2.3,-4.3,0,GO:0032940,secretion by cell,M00000110,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-10,-2.8,WP1982,Sterol regulatory element binding proteins SREBP signaling,M00000011,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-8.2,-6.5,0,0,GO:0045321,leukocyte activation,M00001100,2,0
0,0,0,1,0,0,1,0,0,0,0,-2,0,0,-2.6,0,WP4657,22q11 2 copy number variation syndrome,M00010010,2,0
0,1,0,0,0,1,0,0,0,-3.6,0,0,0,-2.5,0,0,GO:0022600,digestive system process,M01000100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-8.1,-5.3,0,0,hsa05132,Salmonella infection,M00001100,2,0
0,0,1,0,0,1,0,0,0,0,-2.7,0,0,-2.2,0,0,GO:0040007,growth,M00100100,2,0
1,0,0,1,0,0,0,0,-3.3,0,0,-2.7,0,0,0,0,GO:0090066,regulation of anatomical structure size,M10010000,2,0
1,1,0,0,0,0,0,0,-4.6,-8.2,0,0,0,0,0,0,M5946,HALLMARK COAGULATION,M11000000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-11,-9.3,0,0,R-HSA-913531,Interferon Signaling,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.3,-2.2,0,0,GO:0002690,positive regulation of leukocyte chemotaxis,M00001100,2,0
1,0,0,0,0,1,0,0,-2.3,0,0,0,0,-2.5,0,0,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,M10000100,2,0
1,1,0,0,0,0,0,0,-6.1,-2.2,0,0,0,0,0,0,GO:0030323,respiratory tube development,M11000000,2,0
0,0,1,0,0,0,0,1,0,0,-4.8,0,0,0,0,-2,GO:0048812,neuron projection morphogenesis,M00100001,2,0
0,0,0,1,1,0,0,0,0,0,0,-2.8,-4.3,0,0,0,GO:0045862,positive regulation of proteolysis,M00011000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.5,-2.4,0,0,GO:0043406,positive regulation of MAP kinase activity,M00001100,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-4.6,0,0,-3.1,M5926,HALLMARK MYC TARGETS V1,M00001001,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-12,0,0,-2.8,R-HSA-162906,HIV Infection,M00001001,2,0
1,0,0,0,1,0,0,0,-3.1,0,0,0,-2.7,0,0,0,hsa04810,Regulation of actin cytoskeleton,M10001000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-7.5,0,0,-2.2,GO:0019941,modification-dependent protein catabolic process,M00001001,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-2.8,0,0,-2.8,GO:0019082,viral protein processing,M00001001,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-5.8,-5.7,M5922,HALLMARK UNFOLDED PROTEIN RESPONSE,M00000011,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-2.1,-4.8,0,0,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,M00001100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-8.6,-2.4,0,0,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M00001100,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.4,-2.3,0,0,0,GO:0030177,positive regulation of Wnt signaling pathway,M00011000,2,0
1,1,0,0,0,0,0,0,-2.3,-2,0,0,0,0,0,0,R-HSA-9840310,Glycosphingolipid catabolism,M11000000,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-9.1,-13,R-HSA-446203,Asparagine N-linked glycosylation,M00000011,2,0
0,0,1,1,0,0,0,0,0,0,-2.1,-2.9,0,0,0,0,GO:0051098,regulation of binding,M00110000,2,0
0,0,0,0,1,0,0,1,0,0,0,0,-13,0,0,-2.9,R-HSA-5358346,Hedgehog ligand biogenesis,M00001001,2,0
0,0,0,1,1,0,0,0,0,0,0,-3.6,-4.8,0,0,0,GO:2001242,regulation of intrinsic apoptotic signaling pathway,M00011000,2,0
1,0,0,1,0,0,0,0,-3,0,0,-2.2,0,0,0,0,GO:0033673,negative regulation of kinase activity,M10010000,2,0
0,1,0,0,0,0,1,0,0,-2.8,0,0,0,0,-2.4,0,GO:0016266,O-glycan processing,M01000010,2,0
0,1,1,0,0,0,0,0,0,-2.4,-2.7,0,0,0,0,0,GO:0120192,tight junction assembly,M01100000,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-13,-3.1,0,0,hsa04657,IL-17 signaling pathway,M00001100,2,0
0,0,0,1,0,0,0,1,0,0,0,-2.4,0,0,0,-2.3,M67,PID ARF6 TRAFFICKING PATHWAY,M00010001,2,0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,-3.2,-4,GO:0007030,Golgi organization,M00000011,2,0
0,0,1,0,0,0,0,1,0,0,-2.3,0,0,0,0,-3,GO:0007611,learning or memory,M00100001,2,0
0,0,0,0,0,1,1,0,0,0,0,0,0,-2.2,-4.7,0,GO:0072659,protein localization to plasma membrane,M00000110,2,0
0,0,0,1,0,0,1,0,0,0,0,-2.4,0,0,-2.9,0,GO:0031669,cellular response to nutrient levels,M00010010,2,0
0,0,1,0,1,0,0,0,0,0,-2.5,0,-3,0,0,0,WP51,Regulation of actin cytoskeleton,M00101000,2,0
0,0,1,0,0,1,0,0,0,0,-2.7,0,0,-2.3,0,0,GO:0072073,kidney epithelium development,M00100100,2,0
1,1,0,0,0,0,0,0,-2.3,-2.7,0,0,0,0,0,0,GO:0003013,circulatory system process,M11000000,2,0
0,0,0,1,0,1,0,0,0,0,0,-2,0,-2.7,0,0,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,M00010100,2,0
0,0,0,0,1,1,0,0,0,0,0,0,-6.7,-3.1,0,0,GO:1902107,positive regulation of leukocyte differentiation,M00001100,2,0
